1121,The bold man climbed the high mountain,If someone is bold they are not afraid of doing something,2,27,bold,adj,null,Si alguien es audaz no tiene miedo de hacer algo.
1122,James tried to capture the bubbles in his hands,To capture someone or something is to catch them,2,27,capture,v,null,Capturar a alguien o algo es atraparlos
1123,Raising your hand in the classroom before you speak is a cardinal rule,If a rule or quality is cardinal then it is the most important one,2,27,cardinal,adj,null,Si una regla o cualidad es cardinal entonces es la mas importante
1124,The duke ruled over the land,A duke is a man of high social rank but below a king or queen,2,27,duke,n,null,Un duque es un hombre de alto rango social pero por debajo de un rey o una reina.
1125,He took off his shirt exposing his costume,To expose is to make known something that is hidden,2,27,expose,v,null,Exponer es dar a conocer algo que esta oculto.
1126,"I felt guilty for taking my sister""s cookies",If people feel guilty they feel bad for what they did,2,27,guilty,adj,null,Si las personas se sienten culpables se sienten mal por lo que hicieron.
1127,We hired a man to paint our house,To hire someone is to pay them money to work for you,2,27,hire,v,null,Contratar a alguien es pagarle dinero para que trabaje para ti
1128,The judge said that the woman was innocent of the crime,If someone is innocent they are not guilty of a crime,2,27,innocent,adj,null,Si alguien es inocente no es culpable de un crimen
1129,The thief was caught and sent to jail for ten years,Jail is a place where criminals go to be punished,2,27,jail,n,null,La carcel es un lugar donde los delincuentes van a ser castigados.
1130,"The minister of education controls the country""s schools",A minister is an important person in government with many duties,2,27,minister,n,null,Un ministro es una persona importante en el gobierno con muchos deberes.
1131,Today was just an ordinary day Nothing unusual happened,If someone or something is ordinary they are not special in any way,2,27,ordinary,adj,null,Si alguien o algo es ordinario no es especial de ninguna manera.
1132,"We don""t know if Aunt Mildred""s visit will be a permanent one",If something is permanent it lasts for a long time or forever,2,27,permanent,adj,null,Si algo es permanente dura mucho tiempo o para siempre.
1133,Dad sprayed a chemical on the house to help preserve its looks,To preserve is to protect something from harm,2,27,preserve,v,null,Preservar es proteger algo del daño.
1134,Young children often have trouble pronouncing words right,To pronounce is to say the sounds of letters or words,2,27,pronounce,v,null,Pronunciar es decir los sonidos de letras o palabras
1135,The baby resembles his father a great deal,To resemble someone is to look like them,2,27,resemble,v,null,parecerse a alguien es parecerse a ellos
1136,Sneezing and a high fever are symptoms of the common cold,A symptom of a bad condition or illness is a sign that it is happening,2,27,symptom,n,null,Un sintoma de una mala condicion o enfermedad es una señal de que esta sucediendo.
1137,The tobacco in cigarettes is bad for your health,Tobacco is a plant whose leaves are smoked such as in cigarettes,2,27,tobacco,n,null,El tabaco es una planta cuyas hojas se fuman como en los cigarrillos.
1138,My sister and I are twins We look exactly the same,Twins are two children born at the same time,2,27,twin,n,null,Los gemelos son dos niños nacidos al mismo tiempo.
1139,People think that witches fly around on broomsticks,A witch is a woman with magical powers,2,27,witch,n,null,Una bruja es una mujer con poderes magicos.
1140,My brothers accompanied me to the movie,To accompany other people means to join them or go with them,2,28,accompany,v,null,Acompañar a otras personas significa unirse a ellas o ir con ellas.
1141,He likes to walk around in his bare feet,When something is bare it is plain It has no covering,2,28,bare,adj,null,Cuando algo esta desnudo es simple No tiene cubierta
1142,The monkey was hanging from a branch on the tree,A branch is the part of a tree with leaves,2,28,branch,n,null,Una rama es la parte de un arbol con hojas.
1143,"You can""t take a breath under water","A breath is the air that goes into and out of one""s lungs",2,28,breath,n,null,Una respiracion es el aire que entra y sale de los pulmones
1144,The old bridge fell into the river,A bridge is something that is built over a river so people can cross it,2,28,bridge,n,null,Un puente es algo que se construye sobre un rio para que la gente pueda cruzarlo
1145,The fisherman cast his line into the water,To cast something means to throw it,2,28,cast,v,null,Echar algo significa tirarlo
1146,He dared to jump out of the airplane and skydive,To dare means to be brave enough to try something,2,28,dare,v,null,Atreverse significa ser lo suficientemente valiente como para intentar algo.
1147,I like having electronic devices such as an MP3 player,When something is electronic it uses electricity to do something,2,28,electronic,adj,null,Cuando algo es electronico usa electricidad para hacer algo.
1148,The visitor got a room at the inn,An inn is a place where travelers can rest and eat,2,28,inn,n,null,Una posada es un lugar donde los viajeros pueden descansar y comer.
1149,The boy caught butterflies in his net,A net is a bag made of strong thread It is used to catch animals,2,28,net,n,null,Una red es una bolsa hecha de hilo fuerte Se usa para atrapar animales
1150,My philosophy is live and let live ,A philosophy is a way to think about truth and life,2,28,philosophy,n,null,Una filosofia es una forma de pensar sobre la verdad y la vida.
1151,"Don""t touch the pot on the stove It""s hot",A pot is a deep round metal container used for cooking,2,28,pot,n,null,Una olla es un recipiente de metal redondo y profundo que se usa para cocinar.
1152,I planted the seed in the dirt hoping that it would grow into a tree,A seed is the hard part of a plant or fruit that trees grow from,2,28,seed,n,null,Una semilla es la parte dura de una planta o fruto de la que crecen los arboles.
1153,That knife is very sharp Be careful not to hurt yourself,When something is sharp it has a thin edge that cuts things easily,2,28,sharp,adj,null,Cuando algo es afilado tiene un borde delgado que corta las cosas con facilidad.
1154,What sort of instrument do you want to learn to play?,A sort of something is a type of it,2,28,sort,n,null,Una especie de algo es un tipo de ello
1155,We learned how to subtract numbers from each other in class,To subtract means to take something away,2,28,subtract,v,null,Restar significa quitar algo
1156,The knots were too tight to untie,When something is tight it is fixed or fastened firmly in place,2,28,tight,adj,null,Cuando algo esta apretado se fija o sujeta firmemente en su lugar.
1157,"Because he""s popular Joe is the virtual leader of the group",If something is virtual then it is very close to being true or accurate,2,28,virtual,adj,null,Si algo es virtual entonces esta muy cerca de ser verdadero o exacto.
1158,The little dog weighed exactly 3kgs,To weigh something means to see how heavy it is,2,28,weigh,v,null,Pesar algo significa ver cuanto pesa
1159,We have to whisper in the library so people can focus on reading,To whisper means to say very quietly,2,28,whisper,v,null,susurrar significa decir muy bajo
1160,The idea of beauty is abstract and changes over time,If ideas are abstract they are based on general ways of thinking,2,29,abstract,adj,null,Si las ideas son abstractas se basan en formas generales de pensar.
1161,The only time I see my aunts and uncles is at our annual family picnic,If something is annual it happens once a year,2,29,annual,adj,null,Si algo es anual sucede una vez al año
1162,She made a bowl out of the clay,Clay is a type of heavy wet soil used to make pots,2,29,clay,n,null,La arcilla es un tipo de tierra humeda pesada que se usa para hacer macetas.
1163,His shirt is made of a very soft type of cloth,Cloth is material used to make clothes,2,29,cloth,n,null,La tela es un material que se usa para hacer ropa.
1164,She opened the curtains to let light into the room,A curtain is a cloth hung over a window or used to divide a room,2,29,curtain,n,null,Una cortina es una tela que se cuelga sobre una ventana o se usa para dividir una habitacion.
1165,The dog deserved a bone for behaving very well,"To deserve is to be worthy of something as a result of one""s actions",2,29,deserve,v,null,Merecer es ser digno de algo como resultado de las acciones de uno.
1166,That bird has orange feathers on its chest,"Feathers are the things covering birds"" bodies",2,29,feather,n,null,Las plumas son las cosas que cubren los cuerpos de las aves.
1167,The farmer grew many vegetables in the fertile soil,If land is fertile it is able to produce good crops and plants,2,29,fertile,adj,null,Si la tierra es fertil es capaz de producir buenas cosechas y plantas
1168,After three days of rain there was a flood in the city,A flood is an event in which water covers an area which is usually dry,2,29,flood,n,null,Una inundacion es un evento en el que el agua cubre un area que generalmente esta seca
1169,His living room only had a few simple pieces of furniture,Furniture is the things used in a house such as tables and chairs,2,29,furniture,n,null,Los muebles son las cosas que se usan en una casa como mesas y sillas.
1170,"We visit our grandfather""s grave each year",A grave is the place where a dead person is buried,2,29,grave,n,null,Una tumba es el lugar donde se entierra a una persona muerta
1171,This house is an ideal place for my family It has everything we need,If something is ideal it is the best that it can possibly be,2,29,ideal,adj,null,Si algo es ideal es lo mejor que puede ser
1172,Because of his high intelligence he finished school early,Intelligence is the ability to learn and understand things,2,29,intelligence,n,null,La inteligencia es la capacidad de aprender y comprender cosas.
1173,In the past people walked everywhere Nowadays they use cars,If something happens nowadays it happens at the present time,2,29,nowadays,adv,null,Si algo sucede hoy en dia sucede en el momento actual.
1174,"After I passed the test I obtained my driver""s license",To obtain is to get something you want or need,2,29,obtain,v,null,Obtener es conseguir algo que se quiere o se necesita
1175,The holy man spoke about religious topics,When something is religious it has to do with religion,2,29,religious,adj,null,Cuando algo es religioso tiene que ver con la religion.
1176,The young couple went to see a romantic movie,When something is romantic it has to do with love,2,29,romantic,adj,null,Cuando algo es romantico tiene que ver con el amor.
1177,There were many pretty shells on the beach,A shell is a hard covering that protects the body of some sea creatures,2,29,shell,n,null,Un caparazon es una cubierta dura que protege el cuerpo de algunas criaturas marinas.
1178,All of the boats were floating near the shore,A shore is the edge of a large body of water,2,29,shore,n,null,Una orilla es el borde de una gran masa de agua.
1179,A car has four wheels,A wheel is a round thing on a vehicle that turns when it moves,2,29,wheel,n,null,Una rueda es una cosa redonda en un vehiculo que gira cuando se mueve.
1180,Sleeping all day appeals to me but I have to go to school,To appeal to someone is to be interesting or attractive to them,2,30,appeal,v,null,Apelar a alguien es ser interesante o atractivo para ellos.
1181,I assume you are both familiar with this plan,To assume something is to think that it is true even with no proof,2,30,assume,v,null,Asumir algo es pensar que es verdad incluso sin pruebas
1182,"Can I borrow a pencil to use today? I""ll give it back to you tomorrow",To borrow something is to take it and then give it back later,2,30,borrow,v,null,Tomar prestado algo es tomarlo y devolverlo mas tarde.
1183,She has many clients who enjoy coming to her salon,A client is a person or business that pays another to do a service,2,30,client,n,null,Un cliente es una persona o empresa que paga a otra para que preste un servicio
1184,The downtown is filled with many tall buildings,The downtown is the center of most cities,2,30,downtown,n,null,El centro de la ciudad es el centro de la mayoria de las ciudades.
1185,The movie was very dull I fell asleep watching it,If something is dull it is not exciting,2,30,dull,adj,null,Si algo es aburrido no es emocionante
1186,"He was embarrassed when he couldn""t remember her name",To embarrass someone is to make them feel ashamed or foolish,2,30,embarrass,v,null,Avergonzar a alguien es hacerlo sentir avergonzado o tonto
1187,Since he is a senior my grandfather pays a low fare for the bus,A fare is an amount of money paid to use a bus train or taxi,2,30,fare,n,null,Una tarifa es una cantidad de dinero que se paga para usar un autobus un tren o un taxi.
1188,The hotel a former castle was built over 200 years ago,Former describes something that used to be but is not any more,2,30,former,adj,null,Ex describe algo que solia ser pero ya no es
1189,I learned a new formula that may help us with our problem,A formula is a set mathematical way or method of solving a problem,2,30,formula,n,null,Una formula es una forma o metodo matematico establecido para resolver un problema.
1190,The pilgrims founded one of the first colonies in the United States,To found a company or organization means to start it,2,30,found,v,null,Fundar una empresa u organizacion significa ponerla en marcha
1191,I invested money in a new building that should bring me a profit,To invest means to use money in a way that will bring a profit later,2,30,invest,v,null,Invertir significa usar el dinero de una manera que genere una ganancia mas adelante.
1192,I got a loan from the bank,A loan is the act of lending something usually money,2,30,loan,n,null,Un prestamo es el acto de prestar algo generalmente dinero
1193,Learning English is practical; you can use it in many places,If something is practical it is useful in normal life,2,30,practical,adj,null,Si algo es practico es util en la vida normal.
1194,He paid a quarter for the candy,A quarter is 25 cents,2,30,quarter,n,null,Un cuarto son 25 centavos
1195,He got a new job with a better salary,A salary is how much money a person makes at his or her job,2,30,salary,n,null,Un salario es cuanto dinero gana una persona en su trabajo
1196,I got a scholarship to help me pay for university,A scholarship is money given to one so they can go to school,2,30,scholarship,n,null,Una beca es dinero que se le da a uno para que pueda ir a la escuela.
1197,"This car is only temporary; I""ll get a new one soon",If something is temporary it exists for a short time,2,30,temporary,adj,null,Si algo es temporal existe por poco tiempo
1198,They became very rich when they found the buried treasure,A treasure is a collection of valuable things especially jewels or gold,2,30,treasure,n,null,Un tesoro es una coleccion de cosas valiosas especialmente joyas u oro.
1199,He urged them to believe his story,To urge someone is to try very hard to get them to do something,2,30,urge,v,null,Instar a alguien es esforzarse mucho para que haga algo.
1200,Difficulties arose with his computer because it was old,To arise is to happen,3,1,arise,v,null,Surgir es suceder
1201,"The student""s benefactor gave him money to spend on his studies",A benefactor is a person who gives money to help someone,3,1,benefactor,n,null,Un benefactor es una persona que da dinero para ayudar a alguien.
1202,The blacksmith pounded the piece of metal until it was flat,A blacksmith is a person who makes things out of metal,3,1,blacksmith,n,null,Un herrero es una persona que hace cosas de metal.
1203,My sister was charitable enough to help me buy my first house,When someone is charitable they help people who are in need,3,1,charitable,adj,null,Cuando alguien es caritativo ayuda a las personas que lo necesitan.
1204,The cat was on the roof sitting next to the chimney,A chimney is a tall pipe used to carry smoke out of a building,3,1,chimney,n,null,Una chimenea es un tubo alto que se usa para sacar humo de un edificio.
1205,Her boss compensated her for the extra work she did last week,To compensate is to pay someone for the time they spent doing something,3,1,compensate,v,null,Compensar es pagarle a alguien por el tiempo que paso haciendo algo
1206,I encountered a sea turtle while I was swimming,If you encounter something you meet or come close to it,3,1,encounter,v,null,Si te encuentras con algo que te encuentras o te acercas a ello
1207,Since I exceeded my limit I decided to get rid of my credit cards,To exceed is to be more than something,3,1,exceed,v,null,Exceder es ser mas que algo
1208,Stacy and Heather forged their friendship when they were teenagers,To forge is to make or produce especially with difficulty,3,1,forge,v,null,Forjar es hacer o producir especialmente con dificultad
1209,Even though Bob is the smartest boy in his class he is humble,People who are humble do not believe that they are better than other people,3,1,humble,adj,null,Las personas humildes no creen que son mejores que otras personas
1210,The horse had shoes made of iron,Iron is a strong metal that is used to make many objects,3,1,iron,n,null,El hierro es un metal fuerte que se utiliza para hacer muchos objetos.
1211,He used a ladder to climb to the top of his tree house,A ladder is an object that is used to climb up and down things,3,1,ladder,n,null,Una escalera es un objeto que se usa para subir y bajar cosas.
1212,Derek is very modest for someone who is so rich,If people are modest they do not think that they are too important,3,1,modest,adj,null,Si las personas son modestas no piensan que son demasiado importantes.
1213,Kevin and Alice occupied the chairs and had a long discussion,To occupy a place is to live work or be there,3,1,occupy,v,null,Ocupar un lugar es vivir trabajar o estar alli
1214,US President Abraham Lincoln is on the penny,A penny is a coin worth one cent,3,1,penny,n,null,Un centavo es una moneda que vale un centavo
1215,Aaron often preached about living an honest life,To preach is to talk about and promote a religious idea,3,1,preach,v,null,Predicar es hablar y promover una idea religiosa
1216,"Frank""s new business finally prospered after many years of hard work",To prosper is to be successful or make a lot of money,3,1,prosper,v,null,Prosperar es tener exito o ganar mucho dinero
1217,Canada is divided into several different provinces,A province is a small area that is controlled by a country,3,1,province,n,null,Una provincia es un area pequeña que esta controlada por un pais.
1218,Brad was filled with satisfaction when he saw what was for dinner,Satisfaction is a feeling you get when you do or receive something good,3,1,satisfaction,n,null,La satisfaccion es un sentimiento que tienes cuando haces o recibes algo bueno
1219,Wind power is a clean way to sustain a city with energy,To sustain something is to keep it going,3,1,sustain,v,null,Sostener algo es mantenerlo en marcha
1220,Tina acquired a strange package yesterday,To acquire something is to gain possession of it,3,2,acquire,v,null,Adquirir algo es tomar posesion de ello
1221,After dropping his coffee cup Robbie felt awkward,If something is awkward it is embarrassing and uncomfortable,3,2,awkward,adj,null,Si algo es incomodo es vergonzoso e incomodo.
1222,"My grandmother""s caretaker helps her get around the house",A caretaker is a person who takes care of very young old or sick people,3,2,caretaker,caretaker,null,Un cuidador es una persona que cuida a personas muy jovenes ancianas o enfermas.
1223,He tried to deceive his friends as they were playing a game,To deceive someone is to make them believe something that is not true,3,2,deceive,v,null,Engañar a alguien es hacerle creer algo que no es cierto
1224,Mr Perry discouraged the students from quitting school,To discourage someone is to make them feel less excited about something,3,2,discourage,v,null,Desanimar a alguien es hacer que se sienta menos emocionado por algo.
1225,The model was wearing fake eyelashes,If something is fake it is made to look real in order to trick people,3,2,fake,adj,null,Si algo es falso se hace que parezca real para engañar a la gente.
1226,I have a hatred for the taste of medicine,Hatred is a strong feeling of not liking someone or something,3,2,hatred,n,null,El odio es un fuerte sentimiento de no gustar a alguien o algo.
1227,We all went into the hut to sleep,A hut is a house made of wood grass or mud that has only one or two rooms,3,2,hut,n,null,Una choza es una casa hecha de madera pasto o barro que tiene solo una o dos habitaciones.
1228,Cars built a hundred years ago are inferior to ones built today,If something is inferior it is not as good as something else,3,2,inferior,adj,null,Si algo es inferior no es tan bueno como otra cosa
1229,During our ski trip we stayed at a lodge,A lodge is a house in the mountains used by people who hunt or fish,3,2,lodge,n,null,Un albergue es una casa en las montañas utilizada por personas que cazan o pescan.
1230,William neglected his room so it is a complete mess,To neglect someone or something is to not take care of it properly,3,2,neglect,v,null,Descuidar a alguien o algo es no cuidarlo adecuadamente
1231,The students happily welcomed the newcomer to the school,A newcomer is a person who has recently arrived at a place or a group,3,2,newcomer,n,null,Un recien llegado es una persona que ha llegado recientemente a un lugar o a un grupo.
1232,Stealing a car is a very serious offense,An offense is behavior that is wrong or breaks a law,3,2,offense,n,null,Un delito es un comportamiento incorrecto o que infringe una ley.
1233,Brenda overlooked the last step and had a bad fall,To overlook something is to not notice it or to not realize that it is important,3,2,overlook,v,null,Pasar por alto algo es no notarlo o no darse cuenta de que es importante
1234,She repaid her friend for all of his hard work with a small gift,To repay is to pay back or to reward someone or something,3,2,repay,v,null,Pagar es devolver o recompensar a alguien o algo.
1235,Steve looked ridiculous with those huge blue sunglasses,If something is ridiculous it is silly or strange,3,2,ridiculous,adj,null,Si algo es ridiculo es tonto o extraño
1236,Mina often received satisfactory grades since she studied so hard,If something is satisfactory it is good enough,3,2,satisfactory,adj,null,Si algo es satisfactorio es lo suficientemente bueno.
1237,The shepherd moved the sheep to another field,A shepherd is a person who protects and cares for sheep,3,2,shepherd,n,null,Un pastor es una persona que protege y cuida a las ovejas.
1238,Even though it was dangerous they ventured up the mountain,To venture is to go to a place that may be dangerous,3,2,venture,v,null,Aventurarse es ir a un lugar que puede ser peligroso
1239,The field of golden wheat was ready to be harvested,Wheat is a plant which makes grain Wheat grain is used to make bread,3,2,wheat,n,null,El trigo es una planta que produce cereales El grano de trigo se utiliza para hacer pan
1240,The alley behind my house looks dirty,An alley is a narrow road behind houses or buildings,3,3,alley,n,null,Un callejon es un camino angosto detras de casas o edificios.
1241,She used an ax to cut some wood for the fire,An ax is a tool used to cut wood,3,3,ax,n,null,Un hacha es una herramienta que se usa para cortar madera.
1242,She was hungry so she ate the entire bunch of grapes,A bunch is a group of the same things,3,3,bunch,n,null,Un monton es un grupo de las mismas cosas.
1243,"It""s Nikki""s chore to do the dishes every Tuesday and Wednesday night","A chore is a job that you have to do but don""t like",3,3,chore,n,null,Una tarea es un trabajo que tienes que hacer pero no te gusta
1244,Eric did a decent job painting the fence,When something is decent it is OK or good enough,3,3,decent,adj,null,Cuando algo es decente esta bien o es suficientemente bueno
1245,He felt a sense of disgrace after failing his big exam,Disgrace is a feeling of shame,3,3,disgrace,n,null,La desgracia es un sentimiento de vergüenza.
1246,She pointed to her elbow to show me where she hurt herself,"The elbow is the middle part of a person""s arm that lets you bend it",3,3,elbow,n,null,El codo es la parte media del brazo de una persona que le permite doblarlo.
1247,The girls were grateful to have a chance to spend time with their grandfather,When you are grateful for something you are happy that it happened,3,3,grateful,adj,null,Cuando estas agradecido por algo estas feliz de que haya sucedido.
1248,She was irritated when her brother told her that he had lost her camera,To irritate means to annoy someone,3,3,irritate,v,null,Irritar significa molestar a alguien.
1249,I am not really mad I was kidding when I said I was angry,To kid is to make a joke to make someone believe something which is not true,3,3,kid,v,null,Bromear es hacer una broma para hacer creer algo que no es cierto
1250,The bolt was loose so I tightened it with the wrench,When something is loose it is not held in place well,3,3,loose,adj,null,Cuando algo esta suelto no esta bien sujeto.
1251,They were both offended by what they had said to each other,To offend someone means to make them angry or upset,3,3,offend,v,null,Ofender a alguien significa hacerlo enojar o molestarlo.
1252,The campers stayed in the tent overnight,When something happens overnight it happens during the night,3,3,overnight,adv,null,Cuando algo sucede durante la noche sucede durante la noche.
1253,Even though the lesson was difficult he persisted until he understood,To persist means to keep doing something even when it is hard,3,3,persist,v,null,Persistir significa seguir haciendo algo incluso cuando es dificil.
1254,There were many beautiful pine trees in the forest,A pine is a type of tree that is tall and thin,3,3,pine,n,null,Un pino es un tipo de arbol que es alto y delgado.
1255,The monster had horrible scars on his cheek and forehead,A scar is a mark on the skin after a wound heals,3,3,scar,n,null,Una cicatriz es una marca en la piel despues de que sana una herida.
1256,Mom got a painful sensation in her head from the loud noise,A sensation is a feeling a person gets from their senses,3,3,sensation,n,null,Una sensacion es un sentimiento que una persona obtiene de sus sentidos.
1257,Marvin likes to ride his sled down the hill in winter,A sled is a small vehicle that you use on snow,3,3,sled,n,null,Un trineo es un pequeño vehiculo que se utiliza en la nieve.
1258,Jake teased Charlie because he was the new student,To tease someone means to laugh at or make fun of them,3,3,tease,v,null,Bromear con alguien significa reirse o burlarse de el.
1259,Harry wanted Molly to be his valentine,A valentine is someone you love or admire with great affection,3,3,valentine,n,null,Un enamorado es alguien a quien amas o admiras con mucho cariño
1260,Roses look so pretty when they bloom,When a plant blooms it makes flowers,3,4,bloom,v,null,Cuando una planta florece hace flores
1261,A laptop computer is much more compact than a desktop model,If something is compact it is smaller than normal,3,4,compact,adj,null,Si algo es compacto es mas pequeño de lo normal
1262,The colorful ribbons were bent into curls,A curl is a small piece of something with a round shape,3,4,curl,n,null,Un rizo es una pequeña pieza de algo con forma redonda.
1263,The old wooden house was slowly decaying,To decay is to be destroyed naturally,3,4,decay,v,null,Decaer es ser destruido naturalmente
1264,Kayla wants ice cream for dessert,Dessert is a sweet food that you eat after a meal,3,4,dessert,n,null,El postre es un alimento dulce que se come despues de una comida.
1265,Laurel dipped her strawberry into the chocolate,To dip something is to put part of it into a liquid for a short time,3,4,dip,v,null,Mojar algo es poner parte de ello en un liquido por un corto tiempo.
1266,Michael could barely see the distant island,If something is distant it is far away,3,4,distant,adj,null,si algo esta lejos esta muy lejos
1267,A complete eclipse of the sun is a very rare occurrence,An eclipse is an occasion when the moon moves in front of the sun,3,4,eclipse,n,null,Un eclipse es una ocasion en que la luna se mueve frente al sol.
1268,There are usually fairies in fantasy stories,A fairy is a small magic creature with wings,3,4,fairy,n,null,Un hada es una pequeña criatura magica con alas.
1269,The ballerina danced with grace,Grace is a quality of moving in a smooth relaxed and attractive way,3,4,grace,n,null,La gracia es una cualidad de moverse de una manera suave relajada y atractiva.
1270,Eve likes to listen to music in her leisure time,Leisure is time when you do not have to do work,3,4,leisure,n,null,El ocio es el tiempo en el que no tienes que trabajar.
1271,All of mankind has to work to make this a better world,"Mankind is all of the world""s people",3,4,mankind,n,null,La humanidad es toda la gente del mundo
1272,She had a passion for dancing,Passion is a very strong feeling of wanting to do something,3,4,passion,n,null,La pasion es un sentimiento muy fuerte de querer hacer algo.
1273,When I travel I usually take along my favorite pillow,A pillow is something that you put your head on when you sleep,3,4,pillow,n,null,Una almohada es algo sobre lo que pones tu cabeza cuando duermes.
1274,"The doctor checked the patient""s pulse by feeling his wrist",A pulse is the beat of the heart,3,4,pulse,n,null,Un pulso es el latido del corazon.
1275,The baby was refreshed after taking a cool bath,To refresh someone is to make them feel less hot or tired,3,4,refresh,v,null,Refrescar a alguien es hacerle sentir menos calor o cansancio
1276,He sneezed after smelling the flower,To sneeze is to suddenly blow air out of your nose and mouth,3,4,sneeze,v,null,Estornudar es expulsar repentinamente aire por la nariz y la boca.
1277,Two common spices found in many homes are salt and pepper,A spice is a flavor for food and drinks,3,4,spice,n,null,Una especia es un sabor para alimentos y bebidas.
1278,Ashe was listening to music Daryl whistled,To whistle is to make a sound by putting your lips together and blowing,3,4,whistle,v,null,Silbar es hacer un sonido juntando los labios y soplando
1279,Grandma wants to use the blue wool to knit me a sweater,Wool is the hair that a sheep has,3,4,wool,n,null,La lana es el pelo que tiene una oveja
1280,Nancy acquainted herself with the new computer,To acquaint is to get to know something or someone,3,5,acquaint,v,null,Conocer es llegar a conocer algo o a alguien.
1281,Some people are scared of cemeteries,A cemetery is where people are buried when they die,3,5,cemetery,n,null,Un cementerio es donde se entierra a las personas cuando mueren.
1282,The witch cursed the village,To curse someone or something is to hope that bad things happen to them,3,5,curse,v,null,Maldecir a alguien o algo es esperar que le pasen cosas malas
1283,Everyone knew that it was Dad in the Santa disguise,A disguise is something you wear so people cannot tell who you are,3,5,disguise,n,null,Un disfraz es algo que te pones para que la gente no sepa quien eres.
1284,Their table was all set for a fancy dinner,If something is fancy it is nicer than normal,3,5,fancy,adj,null,Si algo es elegante es mejor que lo normal.
1285,We took a flashlight when we went camping,A flashlight is a small electric light that you carry in your hand,3,5,flashlight,n,null,Una linterna es una pequeña luz electrica que llevas en la mano.
1286,She put on her hood to keep her head warm,A hood is part of a coat that goes over your head,3,5,hood,n,null,Una capucha es parte de un abrigo que pasa por encima de la cabeza.
1287,The number of inhabitants in the countryside is increasing,An inhabitant is a person who lives in a certain place,3,5,inhabitant,n,null,Un habitante es una persona que vive en un lugar determinado
1288,A good mother will nourish her baby every day,To nourish something is to give it food that it needs to live,3,5,nourish,v,null,Nutrir algo es darle el alimento que necesita para vivir
1289,Pirates are very scary characters,A pirate is a sailor who steals things from other boats,3,5,pirate,n,null,Un pirata es un marinero que roba cosas de otros barcos.
1290,"She""s been a subscriber to that publication for over ten years",A publication is something printed like a newspaper or book,3,5,publication,n,null,Una publicacion es algo impreso como un periodico o un libro.
1291,"I could not answer Wendy""s riddle but it made me laugh",A riddle is a question that is difficult to answer but meant to be funny,3,5,riddle,n,null,Un acertijo es una pregunta que es dificil de responder pero que pretende ser divertida.
1292,The old log began to rot in the forest,When something rots it slowly gets softer and is destroyed,3,5,rot,n,null,Cuando algo se pudre lentamente se vuelve mas suave y se destruye.
1293,I was scared by the sight of the monster,To scare means to cause one to feel frightened,3,5,scare,v,null,Asustar significa hacer que uno se sienta asustado
1294,My workday will end shortly,If something will happen shortly it will happen very soon,3,5,shortly,adv,null,Si algo sucedera en breve sucedera muy pronto.
1295,There is a skeleton in the science classroom,A skeleton is the bones of a body,3,5,skeleton,n,null,Un esqueleto son los huesos de un cuerpo.
1296,We left the fruit out too long and it spoiled,If something spoils it turns bad or rots,3,5,spoil,v,null,Si algo se estropea se vuelve malo o se pudre
1297,During the war many people starved,If a person starves they do not get enough to eat and sometimes die,3,5,starve,v,null,Si una persona se muere de hambre no tiene suficiente para comer y a veces muere.
1298,The boys enjoy the thrill of surfing a big wave,A thrill is an exciting feeling,3,5,thrill,n,null,Una emocion es un sentimiento emocionante
1299,My boss is a very wicked man,If something is wicked it is very bad or evil,3,5,wicked,adj,null,Si algo es malo es muy malo o perverso
1300,The fire alarm alerted us that there was a problem,To alert someone is to tell or warn them about something,3,6,alert,alert,null,Alertar a alguien es decirle o advertirle sobre algo.
1301,We watched the broadcast of the local news on TV,A broadcast is a television or radio show,3,6,broadcast,n,null,Una transmision es un programa de television o radio.
1302,There was a live bulletin reporting on the economy of the city,A bulletin is a news report that talks about very recent and important events,3,6,bulletin,n,null,Un boletin es un reportaje de noticias que habla de hechos muy recientes e importantes.
1303,The monkey got a bump on his head because he was hit by a rock,A bump is a small raised area on a surface,3,6,bump,n,null,Una protuberancia es una pequeña area elevada en una superficie
1304,Mom chopped some vegetables to put into the stew,To chop something means to cut it into pieces with a tool,3,6,chop,v,null,Picar algo significa cortarlo en pedazos con una herramienta
1305,Marie has many clothes inside o f her closet,A closet is a small room used to store things,3,6,closet,n,null,Un armario es una habitacion pequeña que se usa para guardar cosas.
1306,When my dog ran away my dad consoled me,To console someone who is sad means to make them comforted,3,6,console,v,null,Consolar a alguien que esta triste significa consolarlo
1307,I live in a residential district of Seattle Washington,A district is a small part of a city county state or country,3,6,district,n,null,Un distrito es una pequeña parte de una ciudad condado estado o pais.
1308,I put my clothes into the empty drawers,A drawer is a small part in furniture that is used to store things,3,6,drawer,n,null,Un cajon es una pequeña pieza de un mueble que se utiliza para guardar cosas.
1309,She had to endure her husband shouting all day long,To endure something tough means to do or go through it,3,6,endure,v,null,Soportar algo duro significa hacerlo o atravesarlo
1310,Some people are executed for serious crimes,To execute someone means to kill them as a legal punishment,3,6,execute,v,null,Ejecutar a alguien significa matarlo como castigo legal
1311,He grasped the bag o f money tightly,To grasp something means to hold it,3,6,grasp,v,null,Agarrar algo significa sostenerlo
1312,The man loaded the rear of his truck with boxes,When something is in the rear of something it is in the back,3,6,rear,n,null,Cuando algo esta en la parte trasera de algo esta en la parte de atras.
